,Link,Price,Price/m2,Number of rooms,m2,Date sold,Rent,Drift cost,Number of floors,Built year,Region
0,https://www.booli.se/annons/3590602,5860000,59192,4,99,2019-10-03,4874,650,7,1985,Bergshamra
1,https://www.booli.se/annons/3588140,2980000,55701,2,54,2019-10-02,2677,540,0,1953,Bergshamra
